,company_permalink,unique_investors,median_investor_value
24723,/organization/sharedreviews,3,6.5
24724,/organization/sharegrove,1,8.0
24725,/organization/shareholder-insite,1,8.0
24727,/organization/shareight,1,7.0
24728,/organization/sharelook,1,0.0
24729,/organization/sharemagnet,2,1.0
24730,/organization/sharememe,1,3.0
24731,/organization/shareroot,4,1.0
24732,/organization/sharesdk,1,9.0
24733,/organization/sharespost,1,5.0
24734,/organization/sharesquare,8,4.5
24735,/organization/sharethis,14,9.0
24736,/organization/sharethrough,10,9.0
24737,/organization/sharetivity,1,4.0
24739,/organization/sharetribe,3,8.0
24740,/organization/sharewire,1,7.0
24741,/organization/sharewithu,1,9.0
24742,/organization/shareyourcart,1,6.0
24743,/organization/sharingforce,2,0.0
24744,/organization/shark-punch,1,0.0
24745,/organization/shark-solutions,1,9.0
24746,/organization/sharp-corporation,1,9.0
24747,/organization/sharp-edge-labs,2,8.0
24748,/organization/sharpcards,1,8.0
24749,/organization/sharypic,1,4.0
24750,/organization/shaser,1,9.0
24751,/organization/shasta-crystals,1,8.0
24752,/organization/shave-club,1,5.0
24753,/organization/shawarmanji,1,7.0
24754,/organization/shazam-entertainment,5,9.0
24755,/organization/shea-radiance,1,0.0
24756,/organization/shedworx,1,0.0
24757,/organization/shelby-tv,12,8.0
24758,/organization/shelf-com,2,9.0
24759,/organization/shelfari,6,7.0
24760,/organization/shelfflip,1,2.0
24761,/organization/shelfie,1,8.0
24763,/organization/shenami,1,0.0
24764,/organization/shenandoah-studios,2,2.5
24765,/organization/shenick-network-systems,2,9.0
24766,/organization/shenzhen-7road-technology-co-ltd,2,7.0
24767,/organization/shenzhen-anke-high-tech-co-ltd,1,9.0
24768,/organization/shenzhen-belter-health,1,8.0
24769,/organization/shenzhen-clou-electronics-co-ltd,1,9.0
24770,/organization/shenzhen-dashi-intelligence-co-ltd,1,9.0
24771,/organization/shenzhen-domain-network-software-co-ltd,1,9.0
24772,/organization/shenzhen-globalegrow-e-commerce,1,9.0
24773,/organization/shenzhen-haiya-technology-development-co-ltd,1,9.0
24774,/organization/shenzhen-hybio-pharmaceutical-co-ltd,2,9.0
24775,/organization/shenzhen-invengo-information-technology-co-ltd,1,9.0
24776,/organization/shenzhen-jucheng-enterprise-management-consulting-co,2,8.0
24777,/organization/shenzhen-julong-educational-technology-co-ltd,1,9.0
24778,/organization/shenzhen-justtide-technology-co-ltd,1,0.0
24779,/organization/shenzhen-montnets-science-and-technology-development-co-ltd,2,9.0
24780,/organization/shenzhen-netac-technology-company-limited,1,9.0
24781,/organization/shenzhen-o-film-tech-co-ltd,1,9.0
24782,/organization/shenzhen-qvod-technology-co-ltd,2,8.0
24783,/organization/shenzhen-seg-navigation,1,9.0
24784,/organization/shenzhen-sunway-communication-co-ltd,2,8.0
24785,/organization/shenzhen-sxmobi-science-and-technology-limited-company,1,8.0
24786,/organization/shenzhen-tempus-global-business-service-holdings-ltd,1,9.0
24787,/organization/shenzhen-trony-science-and-technology-development-co-ltd,1,9.0
24788,/organization/shenzhen-winhap-communications,2,6.0
24789,/organization/shenzhen-xinguodu-technology-co-ltd,1,9.0
24790,/organization/shenzhen-zhizun-automobile-leasing-co-ltd,2,9.0
24791,/organization/shenzhoufu,2,9.0
24792,/organization/shephertz-technologies-pvt-ltd,8,6.0
24793,/organization/shequ001,3,8.0
24794,/organization/sher-ly,3,1.0
24795,/organization/sherpa-digital-media,3,8.0
24796,/organization/sherpaa,5,9.0
24797,/organization/sherpandipity,1,0.0
24799,/organization/shhmooze,12,0.0
24800,/organization/shibumi,1,7.0
24802,/organization/shicon,1,6.0
24803,/organization/shield-therapeutics,1,9.0
24804,/organization/shieldsquare,6,1.0
24805,/organization/shift,20,9.0
24806,/organization/shift-2,9,9.0
24808,/organization/shiftboard,1,9.0
24809,/organization/shiftforward,3,2.5
24810,/organization/shiftgig,8,8.0
24811,/organization/shiftlabs,1,1.0
24812,/organization/shiftplanning,3,9.0
24813,/organization/shijiebang,4,6.0
24815,/organization/shine-medical-technologies,1,9.0
24816,/organization/shine-security,2,6.0
24817,/organization/shineon,4,9.0
24818,/organization/shiny-ads,2,3.5
24819,/organization/shiny-media,1,6.0
24821,/organization/shipbeat,3,9.0
24822,/organization/shipbob,1,9.0
24823,/organization/shipearly,1,0.0
24824,/organization/shipey,1,4.0
24825,/organization/shiphawk,4,9.0
24826,/organization/shippable,7,9.0
24827,/organization/shippingeasy,1,9.0
24828,/organization/shippo,13,9.0
24829,/organization/shippter,1,8.0
24830,/organization/shipu,3,9.0
24831,/organization/shipwire,3,8.0
24832,/organization/shipzi,3,0.0
24833,/organization/shiram-credit,1,8.0
24834,/organization/shizzlr,1,9.0
24835,/organization/shmoop,2,9.0
24836,/organization/shock-treatment-management,1,9.0
24837,/organization/shocking-technologies,6,9.0
24838,/organization/shockwave-medical,1,9.0
24839,/organization/shodogg,3,6.0
24840,/organization/shoe-lovers,1,8.0
24841,/organization/shoeboxed,4,4.5
24842,/organization/shoedazzle,4,9.0
24843,/organization/shoefitr,3,8.5
24844,/organization/shoes-of-prey,12,5.5
24845,/organization/shoes4you,5,9.0
24847,/organization/shoka-me,1,0.0
24848,/organization/shomolive,3,1.0
24849,/organization/shoobs,1,9.0
24850,/organization/shooger,1,8.0
24851,/organization/shook,1,9.0
24853,/organization/shoot-it-live,2,1.0
24854,/organization/shoozy,2,0.0
24855,/organization/shop-airlines,1,9.0
24856,/organization/shop-ca,8,8.0
24857,/organization/shop-com,1,9.0
24858,/organization/shop-hers,12,8.0
24859,/organization/shop-new-age,1,8.0
24860,/organization/shop-pirate,1,0.0
24862,/organization/shop-theorem,1,9.0
24863,/organization/shop-your-world,3,6.0
24864,/organization/shop2,1,8.0
24865,/organization/shopa,5,8.0
24866,/organization/shopadvisor,6,7.0
24867,/organization/shopalytic,1,5.0
24868,/organization/shoparoo,10,7.0
24869,/organization/shopatplaces,2,0.0
24870,/organization/shopatron,3,5.0
24871,/organization/shopcade,2,5.5
24872,/organization/shopcastr,3,7.0
24873,/organization/shopcliq,1,1.0
24874,/organization/shopclues-com,3,9.0
24875,/organization/shopdeca,2,8.0
24876,/organization/shopeando,1,9.0
24877,/organization/shopear,2,8.0
24878,/organization/shopetti,1,4.0
24879,/organization/shopex,4,9.0
24880,/organization/shopflick,3,9.0
24881,/organization/shopgate,3,9.0
24882,/organization/shopgo,1,7.0
24883,/organization/shopify,6,9.0
24884,/organization/shopigniter,2,9.0
24885,/organization/shopinterest,2,4.5
24887,/organization/shopit,2,4.0
24888,/organization/shopittome,3,9.0
24889,/organization/shopkeep-com,7,9.0
24890,/organization/shopkick,7,9.0
24891,/organization/shopliment,1,8.0
24892,/organization/shopline,3,5.0
24893,/organization/shoplins,2,4.0
24894,/organization/shoplocal,2,9.0
24895,/organization/shoplocket,6,9.0
24896,/organization/shoplogic,1,8.0
24897,/organization/shoplogix,2,9.0
24898,/organization/shoply,2,9.0
24899,/organization/shopmium,3,9.0
24900,/organization/shopnlist,1,8.0
24901,/organization/shopo,2,5.0
24903,/organization/shoppad,15,3.0
24904,/organization/shopparity,1,8.0
24905,/organization/shopperception,1,7.0
24907,/organization/shoppinpal,3,7.0
24908,/organization/shoprocket,1,7.0
24909,/organization/shoprunner,1,9.0
24910,/organization/shopsavvy,3,6.0
24911,/organization/shopseen,1,9.0
24912,/organization/shopsense,3,7.0
24913,/organization/shopsocially,6,6.0
24914,/organization/shopspot,3,7.0
24915,/organization/shoptagr,2,2.0
24916,/organization/shoptimise,1,5.0
24917,/organization/shoptimize-inc,1,8.0
24918,/organization/shoptiques,5,9.0
24919,/organization/shoptutors,1,0.0
24920,/organization/shopularapp,3,9.0
24921,/organization/shopventory,1,9.0
24922,/organization/shopwell,2,7.5
24923,/organization/shopwiki,1,5.0
24924,/organization/shopzilla,8,9.0
24925,/organization/short-fuze-2,2,5.5
24926,/organization/shortcut-labs,1,5.0
24927,/organization/shortlist,7,1.0
24928,/organization/shot-shop,5,1.0
24929,/organization/shot-stats,2,6.5
24930,/organization/shotclip,2,6.5
24931,/organization/shotfarm,1,7.0
24933,/organization/shoto,3,1.0
24934,/organization/shots,9,8.0
24935,/organization/shotspotter,12,9.0
24937,/organization/shout-app,2,9.0
24938,/organization/shout-for-good,1,7.0
24939,/organization/shout-tv,1,9.0
24940,/organization/shoutem,2,3.5
24942,/organization/shoutlet,4,9.0
24943,/organization/shoutnow,1,1.0
24944,/organization/shoutomatic,1,3.0
24945,/organization/shoutout,1,8.0
24946,/organization/shoutr,1,5.0
24947,/organization/show-de-ingressos,1,0.0
24948,/organization/showbucks,1,4.0
24949,/organization/showcase-gig,2,8.0
24951,/organization/showclix,5,7.0
24952,/organization/showevidence,1,4.0
24953,/organization/showkicker,1,7.0
24954,/organization/showkit,1,1.0
24955,/organization/showme,10,9.0
24956,/organization/showme-tv,1,6.0
24957,/organization/shownearby,4,0.0
24958,/organization/showpad,2,8.0
24959,/organization/showroomprive,1,9.0
24960,/organization/showuhow,1,9.0
24961,/organization/shozu,5,9.0
24962,/organization/shsunedu-com,1,9.0
24963,/organization/shuame,1,9.0
24964,/organization/shubham-housing-development-finance-company,5,8.0
24965,/organization/shuddle,3,9.0
24966,/organization/shufti,1,8.0
24967,/organization/shunra-software,2,9.0
24968,/organization/shuoren-hitech,1,9.0
24969,/organization/shuropody,1,9.0
24970,/organization/shutl,13,5.0
24971,/organization/shuttercal,1,6.0
24972,/organization/shuttersong,4,2.5
24973,/organization/shuttlecloud,5,9.0
24974,/organization/shuttlerock,5,4.0
24976,/organization/shyp,25,7.0
24977,/organization/si-bone,4,9.0
24978,/organization/si2-microsystems,2,8.5
24980,/organization/sialix,6,6.5
24982,/organization/siamosoci,11,3.0
24983,/organization/siano-mobile-silicon,8,9.0
24984,/organization/sians-plan,2,7.5
24985,/organization/siasto,3,8.5
24986,/organization/sibeam,4,9.0
24987,/organization/sic-processing,1,4.0
24988,/organization/sichuan-gaofuji-food,1,9.0
24989,/organization/sichuan-huiji-food-industry-co-ltd,2,9.0
24990,/organization/sichuan-y-j-industries-co-ltd,1,9.0
24991,/organization/sickweather,3,9.0
24992,/organization/siconnect,4,9.0
24994,/organization/sicubo,3,2.0
24995,/organization/side-cr,22,8.0
24996,/organization/sidecar,9,7.0
24997,/organization/sidecar-me,3,8.0
24999,/organization/sidelines,3,9.0
25000,/organization/sidense,7,9.0
25001,/organization/sideris-pharmaceuticals,3,9.0
25002,/organization/sidestage,2,0.0
25003,/organization/sidestep,5,9.0
25004,/organization/sidestripe,2,5.0
25005,/organization/sidetour,4,9.0
25006,/organization/sidewalk,1,9.0
25007,/organization/siemens,1,9.0
25008,/organization/sientra,4,9.0
25010,/organization/sierra-design-automation,3,9.0
25011,/organization/sierra-monolithics,3,9.0
25012,/organization/sierra-surgical,2,9.0
25013,/organization/sift,1,9.0
25015,/organization/sift-science,16,9.0
25016,/organization/sift-shopping,8,8.0
25017,/organization/sifteo,3,9.0
25018,/organization/siftit,1,9.0
25019,/organization/siftsort-com,4,1.0
25020,/organization/siftynet,1,0.0
25021,/organization/sigasi,1,8.0
25022,/organization/sige-semiconductor,11,9.0
25023,/organization/sigfig,3,9.0
25024,/organization/sigfox,6,9.0
25025,/organization/sighter,1,8.0
25026,/organization/sightly,4,8.0
25027,/organization/sigkat,1,6.0
25028,/organization/sigmacare,1,9.0
25029,/organization/sigmaflow,1,0.0
25030,/organization/sigmaquest,1,9.0
25031,/organization/sigmascreening,1,0.0
25032,/organization/sigmoid-pharma,1,6.0
25033,/organization/signacert,5,9.0
25034,/organization/signadyne,1,9.0
25035,/organization/signal-data,6,4.0
25036,/organization/signal-innovations-group,1,9.0
25037,/organization/signal-processing-devices-sweden,1,9.0
25038,/organization/signal-sciences,5,8.0
25039,/organization/signal-vine,1,9.0
25040,/organization/signaldemand,4,9.0
25041,/organization/signalfuse,1,9.0
25042,/organization/signalset,4,7.5
25043,/organization/signature,5,9.0
25044,/organization/signature-contracting-services,1,5.0
25045,/organization/signature-therapeutics-inc,1,9.0
25046,/organization/signaturit-solutions,1,5.0
25047,/organization/signav-pty-ltd,2,6.5
25048,/organization/signiant,3,8.0
25050,/organization/signicat,2,5.0
25051,/organization/signifyd,7,9.0
25052,/organization/signix,2,8.0
25053,/organization/signnow,1,9.0
25054,/organization/signostics,3,6.0
25055,/organization/signpost,5,9.0
25056,/organization/signstorey,5,7.0
25057,/organization/sihua-technology,1,9.0
25058,/organization/siimpel-corporation,9,9.0
25059,/organization/siine,2,9.0
25060,/organization/sijibang-com,1,7.0
25061,/organization/sikernes-risk-management,1,0.0
25062,/organization/siklu,8,9.0
25063,/organization/silarus-therapeutics,2,9.0
25064,/organization/silatronix,1,9.0
25065,/organization/silego,3,9.0
25066,/organization/silent-circle,2,7.5
25067,/organization/silent-communication,1,9.0
25068,/organization/silent-edge,1,5.0
25069,/organization/silent-herdsman,3,9.0
25070,/organization/silentium,3,6.5
25071,/organization/silentsoft,3,6.0
25072,/organization/silex-microsystems,4,8.0
25073,/organization/silicon-biosystems,2,8.0
25074,/organization/silicon-clocks,4,9.0
25075,/organization/silicon-genesis,6,8.5
25076,/organization/silicon-hive,4,9.0
25077,/organization/silicon-mitus,2,9.0
25078,/organization/silicon-navigator-corporation,2,8.5
25080,/organization/silicon-software-systems,1,9.0
25081,/organization/silicon-valley-data-science,8,4.5
25082,/organization/siliconbiology,1,0.0
25083,/organization/siliconblue-technologies,5,9.0
25084,/organization/silicone-arts-laboratories,1,5.0
25085,/organization/silicor-materials,3,9.0
25086,/organization/silistix,7,7.0
25087,/organization/silk,9,4.0
25088,/organization/silk-road-medical,1,9.0
25089,/organization/silkfred,1,6.0
25091,/organization/silkroad-technology,8,9.0
25092,/organization/silkstart,1,8.0
25093,/organization/silmach,2,7.5
25095,/organization/siluria-technologies,10,9.0
25096,/organization/silver-creek-systems,4,6.5
25097,/organization/silver-curve,1,7.0
25098,/organization/silver-lining-solutions,3,8.0
25099,/organization/silver-peak,6,9.0
25100,/organization/silver-spring-networks,11,9.0
25101,/organization/silver-tail-systems,5,8.5
25102,/organization/silverback-enterprise-group-inc,1,9.0
25103,/organization/silverback-systems,2,9.0
25104,/organization/silverback-technologies,1,9.0
25105,/organization/silvercar,6,9.0
25106,/organization/silvercare-solutions,1,9.0
25107,/organization/silvercloud-health,3,8.0
25108,/organization/silverline-global,1,8.0
25109,/organization/silverlink-communications,2,9.0
25110,/organization/silverpop,4,9.0
25111,/organization/silverpush,6,8.0
25112,/organization/silverrail-technologies,8,9.0
25113,/organization/silverside-detectors-inc,2,3.0
25114,/organization/silversky,6,9.0
25115,/organization/silverstorm-technologies,4,9.0
25116,/organization/silvigen,1,8.0
25117,/organization/sim-digital,1,0.0
25118,/organization/sim-partners,2,8.5
25119,/organization/sim4tec,1,9.0
25120,/organization/simbionix,3,9.0
25121,/organization/simfy,3,9.0
25122,/organization/simi,3,0.0
25124,/organization/similarity-systems,2,9.0
25125,/organization/similarsites-com,1,5.0
25126,/organization/similarweb,7,7.0
25127,/organization/siminars,1,3.0
25129,/organization/simmesion-holdings,2,2.5
25131,/organization/simopsstudios,1,9.0
25132,/organization/simpa-networks,1,4.0
25133,/organization/simparel,1,9.0
25134,/organization/simperium,3,9.0
25136,/organization/simpirica-spine,3,9.0
25137,/organization/simple,1,9.0
25138,/organization/simple-crossing,2,3.5
25139,/organization/simple-emotion,1,7.0
25140,/organization/simple-energy,12,6.0
25141,/organization/simple-fill-inc,1,8.0
25142,/organization/simple-it,1,9.0
25143,/organization/simple-lifeforms,2,1.5
25145,/organization/simple-mist,1,0.0
25146,/organization/simple-tv,2,7.5
25147,/organization/simplecrew,1,8.0
25148,/organization/simplee,10,8.0
25149,/organization/simplegeo,23,9.0
25150,/organization/simplehoney,8,5.0
25151,/organization/simplelegal,2,8.0
25152,/organization/simpleorder,1,5.0
25153,/organization/simplepons,2,2.0
25154,/organization/simpler,5,9.0
25155,/organization/simpler-networks,5,9.0
25156,/organization/simplereach,6,9.0
25157,/organization/simpleregistry,1,8.0
25158,/organization/simplerelevance,8,9.0
25159,/organization/simplerobb,1,0.0
25160,/organization/simplesite,1,5.0
25161,/organization/simplestar,2,9.0
25162,/organization/simplestream,1,8.0
25164,/organization/simpletax,1,7.0
25165,/organization/simpletuition,3,9.0
25166,/organization/simpleview,1,0.0
25167,/organization/simplex-solutions,1,0.0
25168,/organization/simpli-fi,3,9.0
25170,/organization/simplibuy-technologies,2,8.0
25171,/organization/simplicissimus-book-farm,1,8.0
25172,/organization/simplicita-software,1,6.0
25173,/organization/simplifield,3,6.0
25174,/organization/simplify-corp,4,2.0
25175,/organization/simplifymd,1,9.0
25176,/organization/simplilearn,2,9.0
25177,/organization/simplisafe,1,9.0
25178,/organization/simplivity,6,9.0
25179,/organization/simply-good-technologies,1,9.0
25180,/organization/simply-hired,15,7.5
25181,/organization/simply-measured,5,9.0
25182,/organization/simply-wall-st,1,0.0
25183,/organization/simplybox,1,2.0
25184,/organization/simplycast,1,8.0
25185,/organization/simplyinsured,11,2.0
25186,/organization/simplytapp,2,7.5
25187,/organization/simpolfy,1,1.0
25188,/organization/simscale,3,9.0
25189,/organization/simtek,10,7.0
25190,/organization/simuform,1,9.0
25193,/organization/simulmedia,5,9.0
25194,/organization/simulscribe,2,2.5
25195,/organization/simworx,1,8.0
25196,/organization/sina,1,9.0
25197,/organization/sina-weibo,1,9.0
25198,/organization/sinbad-online-travellers-club,1,8.0
25199,/organization/sinbads-supply-chain,2,9.0
25200,/organization/sincerely,4,9.0
25201,/organization/sinch,2,9.0
25202,/organization/sincola,1,8.0
25203,/organization/sincropool,1,8.0
25204,/organization/sindelantal,2,5.0
25205,/organization/sindelantal-mx,1,8.0
25206,/organization/sinequa,2,8.0
25207,/organization/singlefeed,2,7.5
25208,/organization/singlehop,3,9.0
25209,/organization/singlepipe-communications,3,8.0
25210,/organization/singleplatform,6,9.0
25211,/organization/singly,9,9.0
25212,/organization/singshot-media,1,9.0
25213,/organization/singspiel,2,3.5
25214,/organization/singular,1,8.0
25215,/organization/singular-net,1,9.0
25216,/organization/singularu,1,0.0
25217,/organization/singulex,9,9.0
25218,/organization/singwho,2,2.0
25219,/organization/sinimanes,2,7.5
25220,/organization/sinnet,1,9.0
25221,/organization/sino-credit-corporation,2,8.0
25222,/organization/sino-u-s-crown-bioscience-technology-co-ltd,5,8.5
25223,/organization/sinobpo,2,8.5
25224,/organization/sinode-systems,1,1.0
25225,/organization/sinohub,10,7.5
25226,/organization/sinopsys-surgical,1,9.0
25227,/organization/sinosun-technology,5,9.0
25228,/organization/sintact-medical-systems-llc,1,5.0
25229,/organization/sintecmedia,3,9.0
25230,/organization/sio2-nanotech,1,0.0
25231,/organization/sionex,4,9.0
25232,/organization/sionyx,5,9.0
25233,/organization/sioptica,1,9.0
25235,/organization/sipera-systems,5,9.0
25236,/organization/siperian,9,9.0
25237,/organization/sipex-corporation,6,8.5
25238,/organization/sipphone,1,9.0
25239,/organization/sipwise,2,6.5
25240,/organization/sipx,4,9.0
25241,/organization/sira-group,1,9.0
25242,/organization/sirenserv,2,6.0
25244,/organization/siri,5,9.0
25245,/organization/sirific-wireless,7,9.0
25246,/organization/sirigen,7,8.0
25247,/organization/sirin-mobile-technologies,1,8.0
25248,/organization/sirion-biotech,6,9.0
25249,/organization/siriona,1,5.0
25250,/organization/sirionlabs,1,9.0
25251,/organization/sirius,1,9.0
25252,/organization/siriusdecisions,1,9.0
25253,/organization/sirnaomics,1,8.0
25254,/organization/sironrx-therapeutics,7,8.0
25255,/organization/sirs-lab,2,7.0
25256,/organization/sirtris-pharmaceuticals,9,9.0
25257,/organization/sisasa,1,7.0
25258,/organization/sisense,6,9.0
25259,/organization/sisteer,3,7.0
25260,/organization/sistemic,1,3.0
25261,/organization/sitari-pharmaceuticals,2,9.0
25262,/organization/sitatbyoot-com,1,0.0
25263,/organization/site-intelligence,2,9.0
25265,/organization/site9,1,3.0
25266,/organization/sitebrains,2,1.0
25267,/organization/sitebrand,1,1.0
25268,/organization/sitedesk,2,7.0
25269,/organization/siteexcell-tower-partners,1,9.0
25270,/organization/sitefly,1,6.0
25271,/organization/sitejabber,2,9.0
25272,/organization/siteminder,1,9.0
25273,/organization/siteone-therapeutics,3,6.0
25274,/organization/siterra,4,9.0
25276,/organization/sitestar,1,9.0
25277,/organization/sitewit,1,8.0
25278,/organization/sitime,13,9.0
25279,/organization/sitscape,1,9.0
25280,/organization/sittercity,10,9.0
25281,/organization/situne,1,0.0
25282,/organization/siva-power,3,9.0
25283,/organization/siverge-networks,2,9.0
25285,/organization/sivi,2,2.0
25286,/organization/sividon-diagnostics,3,8.5
25287,/organization/siving-egil-kvaleberg,1,9.0
25288,/organization/six-apart,4,9.0
25289,/organization/six-degrees-games,3,9.0
25290,/organization/six-degrees-group,1,9.0
25291,/organization/six-month-smiles,2,0.0
25292,/organization/six-times-seven,6,9.0
25293,/organization/six-waves,2,9.0
25294,/organization/six3,1,8.0
25295,/organization/sixdoors,6,2.0
25296,/organization/sixis,2,8.0
25297,/organization/sixtron,5,8.0
25298,/organization/sk-biopharmaceuticals,1,0.0
25299,/organization/skaffl,1,1.0
25300,/organization/skai-holdings,1,9.0
25301,/organization/skanray-technologies,1,8.0
25302,/organization/skc-communications,1,0.0
25303,/organization/skedgeme,1,3.0
25304,/organization/skedgo,3,3.5
25305,/organization/skeeble,1,1.0
25307,/organization/skeleton-technologies,1,5.0
25308,/organization/skelta-software,1,4.0
25309,/organization/skema,1,8.0
25310,/organization/sketchfab,11,6.0
25311,/organization/skift,14,5.0
25312,/organization/skiioo-sa,2,7.0
25313,/organization/skiipi,1,6.0
25314,/organization/skill-life,1,6.0
25315,/organization/skillbridge,1,4.0
25316,/organization/skillhound,1,6.0
25317,/organization/skilljar,5,6.0
25318,/organization/skillpages,1,9.0
25319,/organization/skillpod-media-pty-ltd,1,1.0
25320,/organization/skills-matter,1,9.0
25321,/organization/skillshare,13,9.0
25322,/organization/skillslate,8,6.5
25323,/organization/skillsonics-india,1,5.0
25324,/organization/skillsurvey,5,8.0
25325,/organization/skillwiz,1,6.0
25326,/organization/skillz,3,9.0
25327,/organization/skim-it,1,8.0
25328,/organization/skimatalk,1,8.0
25329,/organization/skimbl,1,1.0
25330,/organization/skimble,1,8.0
25331,/organization/skimlinks,10,7.0
25332,/organization/skimo-tv,1,9.0
25333,/organization/skin-analytics,2,6.5
25334,/organization/skinit,1,8.0
25335,/organization/skinkers,2,9.0
25336,/organization/skinny-mom,1,8.0
25337,/organization/skipo,1,9.0
25338,/organization/skipola,1,9.0
25339,/organization/skoovy,1,2.0
25340,/organization/skopeo-fr,1,1.0
25341,/organization/skorpios-technologies,5,9.0
25342,/organization/skout,1,9.0
25343,/organization/skritter,2,0.0
25344,/organization/skubana,1,8.0
25345,/organization/skuid,1,9.0
25346,/organization/skuldtech,1,9.0
25347,/organization/skullcandy,1,9.0
25348,/organization/skulpt,2,7.0
25349,/organization/skura,1,8.0
25350,/organization/skurun,1,7.0
25352,/organization/skwibl,1,1.0
25353,/organization/sky-3,1,9.0
25355,/organization/sky-mobilemedia,2,8.5
25356,/organization/sky-storage,1,1.0
25357,/organization/skybitz,6,8.0
25358,/organization/skybox-imaging,8,9.0
25359,/organization/skybox-security,10,9.0
25361,/organization/skycache,1,9.0
25362,/organization/skycastsolutions,1,9.0
25363,/organization/skycatch,11,9.0
25364,/organization/skycross,6,9.0
25365,/organization/skycure,1,9.0
25366,/organization/skydeck,1,6.0
25367,/organization/skydox,2,9.0
25369,/organization/skyera,2,9.0
25370,/organization/skyetek,3,9.0
25371,/organization/skyfi-education-labs,1,2.0
25372,/organization/skyfire,5,9.0
25373,/organization/skyfuel,1,9.0
25374,/organization/skygiraffe,6,5.0
25375,/organization/skygrid,6,9.0
25376,/organization/skyhigh-networks,3,9.0
25377,/organization/skyhood,1,0.0
25378,/organization/skyhook-wireless,5,9.0
25379,/organization/skyjam,1,0.0
25380,/organization/skykick,2,8.0
25381,/organization/skylable,1,9.0
25382,/organization/skylabs,2,2.0
25383,/organization/skylight-healthcare-systems,7,9.0
25384,/organization/skyline-financial,1,9.0
25385,/organization/skyline-innovations,3,7.0
25386,/organization/skymarker,7,3.0
25387,/organization/skymet-weather-services,1,5.0
25388,/organization/skymeter,2,7.0
25389,/organization/skynet-labs,5,5.0
25391,/organization/skyonic,11,9.0
25393,/organization/skype,8,9.0
25394,/organization/skyphrase,2,2.0
25395,/organization/skypicker-com,2,0.5
25396,/organization/skypilot-networks,7,9.0
25397,/organization/skyrank,3,1.0
25398,/organization/skyrecon-systems,3,9.0
25399,/organization/skyrider,4,9.0
25400,/organization/skyroam,3,9.0
25402,/organization/skyrockit,1,9.0
25403,/organization/skyscanner,2,9.0
25404,/organization/skyscraper,14,3.0
25405,/organization/skysheet,1,8.0
25406,/organization/skysql,5,9.0
25407,/organization/skystem,1,8.0
25408,/organization/skystream-markets,5,8.0
25409,/organization/skytap,6,9.0
25410,/organization/skytide,2,9.0
25411,/organization/skytree,8,9.0
25412,/organization/skytree-digital,1,5.0
25413,/organization/skyvu-pictures,6,7.5
25414,/organization/skyward-io-inc,4,9.0
25415,/organization/skyway-software,3,7.0
25416,/organization/skyword,2,8.0
25417,/organization/sl8z-crowdsourced-recruiting,1,5.0
25418,/organization/slacker,5,9.0
25419,/organization/slapvid,1,9.0
25420,/organization/slate-science,3,3.0
25421,/organization/sleep-fm,1,8.0
25422,/organization/sleep-nation,1,6.0
25423,/organization/sleep-solutions,6,9.0
25424,/organization/sleepout-com,2,0.5
25425,/organization/sleepys,1,8.0
25426,/organization/sli-systems,1,2.0
25427,/organization/slic-games,1,4.0
25428,/organization/slicebooks,2,2.5
25430,/organization/slicedinvesting,7,8.0
25431,/organization/slicethepie,3,4.0
25432,/organization/slicex,3,9.0
25433,/organization/slicklogin,1,7.0
25434,/organization/slid,1,3.0
25435,/organization/slide,8,9.0
25436,/organization/slidebean,4,8.0
25437,/organization/slidely,2,6.0
25438,/organization/slidepay,7,8.0
25439,/organization/sliderocket,2,9.0
25440,/organization/slideshare,7,7.0
25441,/organization/slimesandwich,4,2.0
25442,/organization/slimtrader,1,4.0
25443,/organization/slingmedia,3,9.0
25444,/organization/slinkset,1,9.0
25445,/organization/slipstream,1,3.0
25447,/organization/sloning-biotechnology,4,9.0
25448,/organization/slots-com,1,5.0
25449,/organization/slr-consulting,1,9.0
25450,/organization/slr-technology-solutions,1,7.0
25451,/organization/slurp-co-uk,1,2.0
25452,/organization/slyce,6,8.0
25453,/organization/slyde-holding-s-a,1,4.0
25454,/organization/smaato,4,9.0
25455,/organization/smackages,1,7.0
25456,/organization/smacktive-com,1,1.0
25457,/organization/smadex,4,5.5
25458,/organization/smailex,1,0.0
25459,/organization/small-bone-innovations,8,9.0
25460,/organization/small-demons,11,8.0
25462,/organization/small-world-financial-services-group,2,8.5
25463,/organization/small-world-kids-inc,1,9.0
25464,/organization/small-world-labs,1,2.0
25465,/organization/smallable,1,9.0
25466,/organization/smallknot,1,9.0
25467,/organization/smallrivers,10,9.0
25468,/organization/smalltown,1,9.0
25469,/organization/smapper-technologies-gmbh,2,8.5
25470,/organization/smappo,1,0.0
25471,/organization/smarkets,3,8.0
25472,/organization/smart-3,2,9.0
25475,/organization/smart-balloon,1,9.0
25476,/organization/smart-bites,12,8.5
25477,/organization/smart-checkout,1,7.0
25478,/organization/smart-commute,1,6.0
25479,/organization/smart-cube,1,9.0
25481,/organization/smart-destinations,3,9.0
25482,/organization/smart-devices,1,5.0
25484,/organization/smart-energy-instruments,5,7.0
25485,/organization/smart-eye,1,8.0
25486,/organization/smart-furniture,1,6.0
25487,/organization/smart-gardener,4,1.0
25488,/organization/smart-holograms,1,8.0
